7227.FBpp0088029 COG0003
7227.FBpp0074559 NOG03326
7227.FBpp0070858 NOG03385
7227.FBpp0075554 NOG03389
7227.FBpp0079830 NOG03397
7227.FBpp0075628 NOG03405
7227.FBpp0086855 NOG03458
7227.FBpp0290038 NOG03471
7227.FBpp0070416 NOG03488
7227.FBpp0070417 NOG03488
7227.FBpp0290280 NOG03508
7227.FBpp0297441 NOG03511
7227.FBpp0078361 NOG03519
7227.FBpp0111868 NOG03524
7227.FBpp0111806 NOG03623
7227.FBpp0079313 NOG03628
7227.FBpp0081332 NOG03636
7227.FBpp0072607 NOG03656
7227.FBpp0112156 NOG03656
7227.FBpp0304603 NOG03672
7227.FBpp0111861 NOG03676
7227.FBpp0087798 NOG03694
7227.FBpp0083728 NOG03738
7227.FBpp0291604 NOG03744
7227.FBpp0304683 NOG03775
7227.FBpp0078833 NOG03798
7227.FBpp0075947 NOG03818
7227.FBpp0290229 NOG03859
7227.FBpp0078725 NOG03888
7227.FBpp0078993 NOG03924
7227.FBpp0113020 NOG03924
7227.FBpp0073960 NOG03944
7227.FBpp0303739 NOG03949
7227.FBpp0085698 NOG03953
7227.FBpp0298290 NOG03980
7227.FBpp0075138 NOG03981
7227.FBpp0082802 NOG04017
7227.FBpp0083775 NOG04017
7227.FBpp0086017 NOG04023
7227.FBpp0113084 NOG04025
7227.FBpp0078892 NOG04031
7227.FBpp0087348 NOG04102
7227.FBpp0088212 NOG04123
7227.FBpp0111339 NOG04155
7227.FBpp0074254 NOG04181
7227.FBpp0290236 NOG04183
7227.FBpp0077460 NOG04190
7227.FBpp0078752 NOG04190
7227.FBpp0082200 NOG04190
7227.FBpp0072515 NOG04197
7227.FBpp0292047 NOG04200
7227.FBpp0292221 NOG04202
7227.FBpp0291075 NOG04259
7227.FBpp0306094 NOG04261
7227.FBpp0076485 NOG04266
7227.FBpp0085167 NOG04293
7227.FBpp0071680 NOG04328
7227.FBpp0303144 NOG04382
7227.FBpp0072070 NOG04401
7227.FBpp0070585 NOG04411
7227.FBpp0290765 NOG04420
7227.FBpp0078219 NOG04423
7227.FBpp0111893 NOG04453
7227.FBpp0087097 NOG04517
7227.FBpp0071659 NOG04524
7227.FBpp0085171 NOG04524
7227.FBpp0075274 NOG04525
7227.FBpp0084903 NOG04584
7227.FBpp0074331 NOG04602
7227.FBpp0075698 NOG04602
7227.FBpp0086274 NOG04602
7227.FBpp0084029 NOG04619
7227.FBpp0086053 NOG04628
7227.FBpp0078392 NOG04647
7227.FBpp0074977 NOG04652
7227.FBpp0306151 NOG04652
7227.FBpp0082850 NOG04711
7227.FBpp0292437 NOG04719
7227.FBpp0111603 NOG04747
7227.FBpp0074236 NOG04812
7227.FBpp0082134 NOG04836
7227.FBpp0294059 NOG04874
7227.FBpp0076199 NOG04910
7227.FBpp0087509 NOG04910
7227.FBpp0072805 NOG04970
7227.FBpp0083176 NOG04988
7227.FBpp0088116 NOG04991
7227.FBpp0088117 NOG04991
7227.FBpp0088118 NOG04991
7227.FBpp0088119 NOG04991
7227.FBpp0085901 NOG05002
7227.FBpp0297894 NOG05012
7227.FBpp0086141 NOG05047
7227.FBpp0086151 NOG05047
7227.FBpp0297712 NOG05047
7227.FBpp0302913 NOG05047
7227.FBpp0110092 NOG05055
7227.FBpp0111802 NOG05119
7227.FBpp0292074 NOG05132
7227.FBpp0072174 NOG05159
7227.FBpp0305231 NOG05189
7227.FBpp0111630 NOG05235
7227.FBpp0081014 NOG05248
7227.FBpp0292129 NOG05248
7227.FBpp0300394 NOG05273
7227.FBpp0070383 NOG05284
7227.FBpp0076773 NOG05284
7227.FBpp0078846 NOG05299
7227.FBpp0071851 NOG05388
7227.FBpp0085541 NOG05397
7227.FBpp0081310 NOG05411
7227.FBpp0070768 NOG05462
7227.FBpp0072482 NOG05462
7227.FBpp0073050 NOG05462
7227.FBpp0073051 NOG05462
7227.FBpp0073057 NOG05462
7227.FBpp0099615 NOG05462
7227.FBpp0099916 NOG05462
7227.FBpp0301543 NOG05462
7227.FBpp0071945 NOG05474
7227.FBpp0082355 NOG05481
7227.FBpp0082365 NOG05481
7227.FBpp0082366 NOG05481
7227.FBpp0082368 NOG05481
7227.FBpp0084951 NOG05481
7227.FBpp0084953 NOG05481
7227.FBpp0306019 NOG05529
7227.FBpp0073381 NOG05602
7227.FBpp0076940 NOG05607
7227.FBpp0100069 NOG05607
7227.FBpp0088574 NOG05611
7227.FBpp0073503 NOG05648
7227.FBpp0305357 NOG05656
7227.FBpp0083626 NOG05657
7227.FBpp0074251 NOG05664
7227.FBpp0071141 NOG05788
7227.FBpp0072219 NOG05788
7227.FBpp0292509 NOG05941
7227.FBpp0074515 NOG06017
7227.FBpp0083028 NOG06037
7227.FBpp0297428 NOG06083
7227.FBpp0305749 NOG06086
7227.FBpp0078925 NOG06092
7227.FBpp0087086 NOG06093
7227.FBpp0087087 NOG06093
7227.FBpp0079451 NOG06121
7227.FBpp0089223 NOG06121
7227.FBpp0074960 NOG06163
7227.FBpp0080524 NOG06278
7227.FBpp0271958 NOG06278
7227.FBpp0292391 NOG06278
7227.FBpp0077785 NOG06299
7227.FBpp0088737 NOG06350
7227.FBpp0083562 NOG06372
7227.FBpp0302561 NOG06383
7227.FBpp0087493 NOG06425
7227.FBpp0075167 NOG06460
7227.FBpp0083724 NOG06473
7227.FBpp0083308 NOG06484
7227.FBpp0083309 NOG06484
7227.FBpp0292371 NOG06484
7227.FBpp0111942 NOG06486
7227.FBpp0081766 NOG06527
7227.FBpp0071699 NOG06570
7227.FBpp0298307 NOG06601
7227.FBpp0297880 NOG06642
7227.FBpp0074865 NOG06650
7227.FBpp0070380 NOG06661
7227.FBpp0112089 NOG06663
7227.FBpp0071749 NOG06693
7227.FBpp0071651 NOG06754
7227.FBpp0085933 NOG06759
7227.FBpp0078187 NOG06776
7227.FBpp0072278 NOG06784
7227.FBpp0079593 NOG06795
7227.FBpp0070831 NOG06803
7227.FBpp0071330 NOG06803
7227.FBpp0071354 NOG06803
7227.FBpp0071359 NOG06803
7227.FBpp0073652 NOG06803
7227.FBpp0074166 NOG06803
7227.FBpp0074167 NOG06803
7227.FBpp0074279 NOG06803
7227.FBpp0075566 NOG06803
7227.FBpp0076717 NOG06803
7227.FBpp0077431 NOG06803
7227.FBpp0079264 NOG06803
7227.FBpp0082679 NOG06803
7227.FBpp0084270 NOG06803
7227.FBpp0084449 NOG06803
7227.FBpp0084450 NOG06803
7227.FBpp0084519 NOG06803
7227.FBpp0084520 NOG06803
7227.FBpp0084521 NOG06803
7227.FBpp0084522 NOG06803
7227.FBpp0086195 NOG06803
7227.FBpp0111664 NOG06803
7227.FBpp0289183 NOG06803
7227.FBpp0289339 NOG06803
7227.FBpp0290351 NOG06803
7227.FBpp0292601 NOG06803
7227.FBpp0297922 NOG06803
7227.FBpp0300878 NOG06803
7227.FBpp0304014 NOG06803
7227.FBpp0086203 NOG06816
7227.FBpp0303820 NOG06895
7227.FBpp0075318 NOG06905
7227.FBpp0079677 NOG06917
7227.FBpp0076430 NOG06928
7227.FBpp0085423 NOG06998
7227.FBpp0306013 NOG07019
7227.FBpp0070262 NOG07086
7227.FBpp0078315 NOG07122
7227.FBpp0111526 NOG07133
7227.FBpp0303497 NOG07159
7227.FBpp0081954 NOG07170
7227.FBpp0291012 NOG07177
7227.FBpp0291014 NOG07177
7227.FBpp0082068 NOG07219
7227.FBpp0083418 NOG07225
7227.FBpp0291446 NOG07250
7227.FBpp0291997 NOG07250
7227.FBpp0304697 NOG07250
7227.FBpp0304780 NOG07264
7227.FBpp0084933 NOG07283
7227.FBpp0290833 NOG07339
7227.FBpp0074716 NOG07340
7227.FBpp0076874 NOG07340
7227.FBpp0077999 NOG07340
7227.FBpp0078229 NOG07340
7227.FBpp0080954 NOG07340
7227.FBpp0088712 NOG07354
7227.FBpp0080768 NOG07378
7227.FBpp0303539 NOG07378
7227.FBpp0070644 NOG07387
7227.FBpp0071376 NOG07387
7227.FBpp0071308 NOG07406
7227.FBpp0300205 NOG07406
7227.FBpp0078534 NOG07412
7227.FBpp0099839 NOG07422
7227.FBpp0297121 NOG07423
7227.FBpp0086986 NOG07446
7227.FBpp0072457 NOG07524
7227.FBpp0073197 NOG07553
7227.FBpp0078965 NOG07567
7227.FBpp0085744 NOG07575
7227.FBpp0084783 NOG07589
7227.FBpp0071482 NOG07591
7227.FBpp0303300 NOG07614
7227.FBpp0288751 NOG07626
7227.FBpp0073154 NOG07653
7227.FBpp0070823 NOG07685
7227.FBpp0071748 NOG07687
7227.FBpp0077250 NOG07752
7227.FBpp0305449 NOG07752
7227.FBpp0291491 NOG07819
7227.FBpp0073113 NOG07888
7227.FBpp0290859 NOG07888
7227.FBpp0085750 NOG07923
7227.FBpp0073400 NOG08076
7227.FBpp0070744 NOG08284
7227.FBpp0079317 NOG08298
7227.FBpp0288708 NOG08316
7227.FBpp0292073 NOG08316
7227.FBpp0074578 NOG08339
7227.FBpp0304821 NOG08364
7227.FBpp0071470 NOG08383
7227.FBpp0073631 NOG08383
7227.FBpp0086913 NOG08383
7227.FBpp0112273 NOG08405
7227.FBpp0077076 NOG08432
7227.FBpp0099421 NOG08432
7227.FBpp0290027 NOG08441
7227.FBpp0081868 NOG08493
7227.FBpp0080105 NOG08499
7227.FBpp0077935 NOG08529
7227.FBpp0077261 NOG08560
7227.FBpp0074596 NOG08595
7227.FBpp0303549 NOG08627
7227.FBpp0083914 NOG08639
7227.FBpp0289779 NOG08680
7227.FBpp0079364 NOG08700
7227.FBpp0081875 NOG08756
7227.FBpp0077822 NOG08823
7227.FBpp0080915 NOG08871
7227.FBpp0303123 NOG08928
7227.FBpp0074552 NOG08930
7227.FBpp0073774 NOG08936
7227.FBpp0071234 NOG09087
7227.FBpp0084158 NOG09087
7227.FBpp0288490 NOG09095
7227.FBpp0073951 NOG09105
7227.FBpp0305839 NOG09140
7227.FBpp0304067 NOG09187
7227.FBpp0077889 NOG09210
7227.FBpp0303049 NOG09214
7227.FBpp0291968 NOG09264
7227.FBpp0085272 NOG09269
7227.FBpp0075559 NOG09333
7227.FBpp0077456 NOG09377
7227.FBpp0087050 NOG09434
7227.FBpp0074105 NOG09469
7227.FBpp0088165 NOG09478
7227.FBpp0291718 NOG09523
7227.FBpp0081416 NOG09550
7227.FBpp0072971 NOG09625
7227.FBpp0083030 NOG09625
7227.FBpp0076204 NOG09626
7227.FBpp0086454 NOG09666
7227.FBpp0305215 NOG09678
7227.FBpp0079183 NOG09703
7227.FBpp0076002 NOG09707
7227.FBpp0079524 NOG09714
7227.FBpp0291785 NOG09748
7227.FBpp0077752 NOG09774
7227.FBpp0305149 NOG09806
7227.FBpp0080735 NOG09857
7227.FBpp0085990 NOG09860
7227.FBpp0085991 NOG09860
7227.FBpp0081214 NOG09884
7227.FBpp0075767 NOG09957
7227.FBpp0111717 NOG09962
7227.FBpp0271946 NOG10054
7227.FBpp0077160 NOG101660
7227.FBpp0088180 NOG10190
7227.FBpp0301595 NOG10191
7227.FBpp0076149 NOG102188
7227.FBpp0087170 NOG10261
7227.FBpp0075240 NOG103013
7227.FBpp0080660 NOG10362
7227.FBpp0073238 NOG10394
7227.FBpp0080057 NOG10422
7227.FBpp0305696 NOG104251
7227.FBpp0070724 NOG104315
7227.FBpp0081422 NOG104512
7227.FBpp0087563 NOG10467
7227.FBpp0292466 NOG104731
7227.FBpp0075407 NOG104779
7227.FBpp0306143 NOG104910
7227.FBpp0306144 NOG104910
7227.FBpp0079724 NOG10502
7227.FBpp0073728 NOG10521
7227.FBpp0085987 NOG10521
7227.FBpp0086659 NOG10521
7227.FBpp0304942 NOG10521
7227.FBpp0077901 NOG10524
7227.FBpp0078595 NOG10555
7227.FBpp0073158 NOG105626
7227.FBpp0075780 NOG10563
7227.FBpp0079990 NOG105655
7227.FBpp0086139 NOG105781
7227.FBpp0111290 NOG106273
7227.FBpp0079899 NOG10644
7227.FBpp0302819 NOG10644
7227.FBpp0302745 NOG10650
7227.FBpp0072277 NOG10679
7227.FBpp0305340 NOG10690
7227.FBpp0300611 NOG10705
7227.FBpp0071487 NOG107057
7227.FBpp0075899 NOG10711
7227.FBpp0304225 NOG10711
7227.FBpp0084802 NOG10737
7227.FBpp0112135 NOG10849
7227.FBpp0074682 NOG10859
7227.FBpp0075408 NOG10923
7227.FBpp0086754 NOG10947
7227.FBpp0082698 NOG10979
7227.FBpp0111684 NOG109875
7227.FBpp0074991 NOG10989
7227.FBpp0072472 NOG10994
7227.FBpp0288803 NOG110318
7227.FBpp0072030 NOG110605
7227.FBpp0071241 NOG11125
7227.FBpp0293785 NOG11148
7227.FBpp0111839 NOG11174
7227.FBpp0298377 NOG111756
7227.FBpp0079052 NOG112436
7227.FBpp0305134 NOG11248
7227.FBpp0073518 NOG112540
7227.FBpp0298347 NOG112636
7227.FBpp0086137 NOG11311
7227.FBpp0073685 NOG113213
7227.FBpp0301158 NOG11323
7227.FBpp0071660 NOG11330
7227.FBpp0085747 NOG113809
7227.FBpp0080837 NOG114217
7227.FBpp0111331 NOG114308
7227.FBpp0289966 NOG114415
7227.FBpp0290931 NOG11450
7227.FBpp0070198 NOG115252
7227.FBpp0111945 NOG11545
7227.FBpp0077882 NOG11600
7227.FBpp0077026 NOG11617
7227.FBpp0290414 NOG11629
7227.FBpp0292871 NOG11651
7227.FBpp0288916 NOG11665
7227.FBpp0091000 NOG11694
7227.FBpp0074903 NOG11755
7227.FBpp0086046 NOG11862
7227.FBpp0071400 NOG11909
7227.FBpp0300571 NOG11909
7227.FBpp0076439 NOG11985
7227.FBpp0077544 NOG11998
7227.FBpp0304088 NOG11998
7227.FBpp0085502 NOG12017
7227.FBpp0078916 NOG12102
7227.FBpp0078917 NOG12102
7227.FBpp0081793 NOG12180
7227.FBpp0081796 NOG12180
7227.FBpp0081797 NOG12180
7227.FBpp0077646 NOG12259
7227.FBpp0074108 NOG12353
7227.FBpp0074697 NOG123701
7227.FBpp0303927 NOG12377
7227.FBpp0071149 NOG12380
7227.FBpp0292049 NOG12380
7227.FBpp0074976 NOG124151
7227.FBpp0305496 NOG12444
7227.FBpp0083494 NOG12492
7227.FBpp0088037 NOG12520
7227.FBpp0080449 NOG12531
7227.FBpp0072386 NOG12565
7227.FBpp0071457 NOG12588
7227.FBpp0305841 NOG12650
7227.FBpp0083943 NOG127363
7227.FBpp0074980 NOG12740
7227.FBpp0083321 NOG12755
7227.FBpp0111266 NOG128269
7227.FBpp0078629 NOG12867
7227.FBpp0072656 NOG12989
7227.FBpp0083513 NOG129914
7227.FBpp0077849 NOG12997
7227.FBpp0304816 NOG13035
7227.FBpp0072188 NOG13041
7227.FBpp0070529 NOG130612
7227.FBpp0078741 NOG13107
7227.FBpp0078748 NOG13107
7227.FBpp0078749 NOG13107
7227.FBpp0082912 NOG13159
7227.FBpp0076598 NOG13228
7227.FBpp0075122 NOG132703
7227.FBpp0304128 NOG13279
7227.FBpp0074639 NOG132908
7227.FBpp0289283 NOG132958
7227.FBpp0078317 NOG133037
7227.FBpp0085345 NOG133057
7227.FBpp0071013 NOG133072
7227.FBpp0074895 NOG133072
7227.FBpp0271790 NOG133100
7227.FBpp0074581 NOG133136
7227.FBpp0078111 NOG133138
7227.FBpp0070002 NOG133139
7227.FBpp0070028 NOG133139
7227.FBpp0071932 NOG133139
7227.FBpp0077382 NOG133139
7227.FBpp0079862 NOG133139
7227.FBpp0079863 NOG133139
7227.FBpp0079864 NOG133139
7227.FBpp0070068 NOG133141
7227.FBpp0289637 NOG133142
7227.FBpp0074861 NOG133143
7227.FBpp0075986 NOG133147
7227.FBpp0111310 NOG133150
7227.FBpp0076865 NOG133151
7227.FBpp0079227 NOG133166
7227.FBpp0297708 NOG133184
7227.FBpp0302980 NOG133191
7227.FBpp0099444 NOG133194
7227.FBpp0303817 NOG133199
7227.FBpp0073854 NOG133223
7227.FBpp0087273 NOG13331
7227.FBpp0080663 NOG13410
7227.FBpp0081204 NOG13437
7227.FBpp0086421 NOG13452
7227.FBpp0305376 NOG13484
7227.FBpp0302008 NOG13490
7227.FBpp0078651 NOG13512
7227.FBpp0289550 NOG135397
7227.FBpp0086563 NOG135410
7227.FBpp0085811 NOG135417
7227.FBpp0082251 NOG135422
7227.FBpp0079747 NOG135447
7227.FBpp0072704 NOG135451
7227.FBpp0080651 NOG135467
7227.FBpp0076984 NOG135485
7227.FBpp0082158 NOG135497
7227.FBpp0079459 NOG135507
7227.FBpp0293659 NOG135509
7227.FBpp0076340 NOG135613
7227.FBpp0289229 NOG135630
7227.FBpp0071242 NOG135705
7227.FBpp0271949 NOG135722
7227.FBpp0071246 NOG135728
7227.FBpp0070888 NOG135760
7227.FBpp0080038 NOG13589
7227.FBpp0293605 NOG13589
7227.FBpp0081817 NOG136042
7227.FBpp0078781 NOG13616
7227.FBpp0078199 NOG136313
7227.FBpp0292441 NOG136474
7227.FBpp0076239 NOG13720
7227.FBpp0077332 NOG13720
7227.FBpp0083152 NOG13720
7227.FBpp0076034 NOG14031
7227.FBpp0073059 NOG14097
7227.FBpp0077967 NOG14117
7227.FBpp0077972 NOG14117
7227.FBpp0111371 NOG14117
7227.FBpp0079918 NOG14181
7227.FBpp0291858 NOG14256
7227.FBpp0289501 NOG14274
7227.FBpp0083608 NOG14348
7227.FBpp0301017 NOG14380
7227.FBpp0301018 NOG14380
7227.FBpp0085143 NOG14468
7227.FBpp0305129 NOG14566
7227.FBpp0082005 NOG14582
7227.FBpp0072104 NOG14650
7227.FBpp0075775 NOG14733
7227.FBpp0305790 NOG14733
7227.FBpp0083962 NOG14752
7227.FBpp0077444 NOG14803
7227.FBpp0083029 NOG14879
7227.FBpp0080807 NOG14900
7227.FBpp0086569 NOG14961
7227.FBpp0112216 NOG14965
7227.FBpp0304681 NOG15184
7227.FBpp0070065 NOG15212
7227.FBpp0074817 NOG15260
7227.FBpp0297862 NOG15272
7227.FBpp0087253 NOG15280
7227.FBpp0302933 NOG15324
7227.FBpp0298376 NOG15344
7227.FBpp0072304 NOG15369
7227.FBpp0086751 NOG15380
7227.FBpp0080359 NOG15463
7227.FBpp0080364 NOG15463
7227.FBpp0080366 NOG15463
7227.FBpp0112123 NOG15623
7227.FBpp0291183 NOG15673
7227.FBpp0112115 NOG15879
7227.FBpp0085988 NOG15894
7227.FBpp0086879 NOG15925
7227.FBpp0290011 NOG15995
7227.FBpp0297292 NOG16012
7227.FBpp0082770 NOG16203
7227.FBpp0083059 NOG16203
7227.FBpp0288638 NOG16203
7227.FBpp0289884 NOG16278
7227.FBpp0086722 NOG16383
7227.FBpp0072721 NOG16401
7227.FBpp0087752 NOG16402
7227.FBpp0088384 NOG16479
7227.FBpp0081619 NOG16588
7227.FBpp0075140 NOG16598
7227.FBpp0075141 NOG16598
7227.FBpp0075182 NOG16598
7227.FBpp0076183 NOG16598
7227.FBpp0271953 NOG16598
7227.FBpp0082923 NOG16697
7227.FBpp0070975 NOG16755
7227.FBpp0305240 NOG16854
7227.FBpp0289150 NOG16919
7227.FBpp0071894 NOG16936
7227.FBpp0072535 NOG16941
7227.FBpp0072538 NOG16941
7227.FBpp0082806 NOG16973
7227.FBpp0290383 NOG16990
7227.FBpp0290823 NOG17036
7227.FBpp0078244 NOG17104
7227.FBpp0078257 NOG17104
7227.FBpp0073337 NOG17119
7227.FBpp0113013 NOG17234
7227.FBpp0071897 NOG17263
7227.FBpp0088669 NOG17268
7227.FBpp0074851 NOG17279
7227.FBpp0071770 NOG17356
7227.FBpp0079940 NOG17388
7227.FBpp0079803 NOG17440
7227.FBpp0078246 NOG17440
7227.FBpp0078247 NOG17440
7227.FBpp0078248 NOG17440
7227.FBpp0078251 NOG17440
7227.FBpp0078255 NOG17440
7227.FBpp0078263 NOG17440
7227.FBpp0302562 NOG17440
7227.FBpp0292603 NOG17481
7227.FBpp0085072 NOG17496
7227.FBpp0289414 NOG17520
7227.FBpp0300169 NOG17572
7227.FBpp0113063 NOG17619
7227.FBpp0070142 NOG17655
7227.FBpp0073384 NOG17655
7227.FBpp0074289 NOG17655
7227.FBpp0074891 NOG17655
7227.FBpp0076283 NOG17655
7227.FBpp0078238 NOG17655
7227.FBpp0078912 NOG17655
7227.FBpp0079525 NOG17655
7227.FBpp0081914 NOG17655
7227.FBpp0081915 NOG17655
7227.FBpp0082982 NOG17655
7227.FBpp0084199 NOG17655
7227.FBpp0084200 NOG17655
7227.FBpp0084202 NOG17655
7227.FBpp0084203 NOG17655
7227.FBpp0084205 NOG17655
7227.FBpp0084225 NOG17655
7227.FBpp0084226 NOG17655
7227.FBpp0084227 NOG17655
7227.FBpp0084229 NOG17655
7227.FBpp0084230 NOG17655
7227.FBpp0084231 NOG17655
7227.FBpp0084234 NOG17655
7227.FBpp0084236 NOG17655
7227.FBpp0084237 NOG17655
7227.FBpp0084238 NOG17655
7227.FBpp0084292 NOG17655
7227.FBpp0085633 NOG17655
7227.FBpp0088588 NOG17655
7227.FBpp0090945 NOG17655
7227.FBpp0090947 NOG17655
7227.FBpp0112258 NOG17655
7227.FBpp0112264 NOG17655
7227.FBpp0112997 NOG17655
7227.FBpp0271869 NOG17655
7227.FBpp0288491 NOG17655
7227.FBpp0288494 NOG17655
7227.FBpp0289589 NOG17655
7227.FBpp0291406 NOG17655
7227.FBpp0303495 NOG17655
7227.FBpp0303667 NOG17655
7227.FBpp0304346 NOG17655
7227.FBpp0305172 NOG17655
7227.FBpp0289987 NOG17661
7227.FBpp0306210 NOG17668
7227.FBpp0075602 NOG17703
7227.FBpp0075604 NOG17703
7227.FBpp0305859 NOG17703
7227.FBpp0305151 NOG17748
7227.FBpp0079058 NOG17870
7227.FBpp0290401 NOG17900
7227.FBpp0077870 NOG18039
7227.FBpp0078091 NOG18039
7227.FBpp0082490 NOG18040
7227.FBpp0075166 NOG18155
7227.FBpp0072891 NOG18213
7227.FBpp0070273 NOG18237
7227.FBpp0081319 NOG18237
7227.FBpp0083343 NOG18245
7227.FBpp0076125 NOG18254
7227.FBpp0086487 NOG18297
7227.FBpp0085530 NOG18482
7227.FBpp0079924 NOG18702
7227.FBpp0293086 NOG18733
7227.FBpp0074589 NOG18736
7227.FBpp0079185 NOG18780
7227.FBpp0084447 NOG18780
7227.FBpp0084471 NOG18780
7227.FBpp0087168 NOG18780
7227.FBpp0303124 NOG18820
7227.FBpp0292310 NOG18829
7227.FBpp0076083 NOG19165
7227.FBpp0074961 NOG19218
7227.FBpp0080808 NOG19218
7227.FBpp0075343 NOG19258
7227.FBpp0112397 NOG19267
7227.FBpp0074490 NOG19327
7227.FBpp0077148 NOG19348
7227.FBpp0073779 NOG19353
7227.FBpp0073780 NOG19353
7227.FBpp0076936 NOG19353
7227.FBpp0082625 NOG19388
7227.FBpp0078260 NOG19446
7227.FBpp0081205 NOG19446
7227.FBpp0070857 NOG19479
7227.FBpp0070661 NOG19506
7227.FBpp0086621 NOG19632
7227.FBpp0289899 NOG19643
7227.FBpp0081651 NOG19772
7227.FBpp0088433 NOG19974
7227.FBpp0082937 NOG20001
7227.FBpp0084734 NOG20005
7227.FBpp0303953 NOG20094
7227.FBpp0087316 NOG20157
7227.FBpp0072731 NOG20166
7227.FBpp0305109 NOG20225
7227.FBpp0300430 NOG20307
7227.FBpp0084437 NOG20331
7227.FBpp0080903 NOG20372
7227.FBpp0112165 NOG20454
7227.FBpp0289203 NOG20454
7227.FBpp0290822 NOG20454
7227.FBpp0073542 NOG20553
7227.FBpp0084430 NOG20563
7227.FBpp0084928 NOG20668
7227.FBpp0111428 NOG20668
7227.FBpp0080207 NOG20684
7227.FBpp0086851 NOG20702
7227.FBpp0080692 NOG20746
7227.FBpp0089001 NOG20771
7227.FBpp0112140 NOG20771
7227.FBpp0293083 NOG20869
7227.FBpp0304131 NOG20889
7227.FBpp0074211 NOG20910
7227.FBpp0076961 NOG20910
7227.FBpp0078027 NOG20910
7227.FBpp0085676 NOG20910
7227.FBpp0290863 NOG20910
7227.FBpp0078549 NOG21047
7227.FBpp0073371 NOG21069
7227.FBpp0113067 NOG21100
7227.FBpp0290421 NOG21124
7227.FBpp0301097 NOG21286
7227.FBpp0291635 NOG21385
7227.FBpp0288747 NOG21468
7227.FBpp0305384 NOG21483
7227.FBpp0099405 NOG21503
7227.FBpp0304694 NOG21649
7227.FBpp0071188 NOG21682
7227.FBpp0079051 NOG21715
7227.FBpp0111523 NOG21715
7227.FBpp0099678 NOG21772
7227.FBpp0075998 NOG21787
7227.FBpp0071810 NOG21827
7227.FBpp0072040 NOG21827
7227.FBpp0303500 NOG21840
7227.FBpp0074740 NOG21847
7227.FBpp0300441 NOG21887
7227.FBpp0112090 NOG21913
7227.FBpp0076770 NOG21935
7227.FBpp0088048 NOG21945
7227.FBpp0070742 NOG21971
7227.FBpp0072524 NOG21971
7227.FBpp0072525 NOG21971
7227.FBpp0072526 NOG21971
7227.FBpp0072527 NOG21971
7227.FBpp0072529 NOG21971
7227.FBpp0072530 NOG21971
7227.FBpp0072533 NOG21971
7227.FBpp0085560 NOG21971
7227.FBpp0085561 NOG21971
7227.FBpp0086336 NOG21971
7227.FBpp0292257 NOG21971
7227.FBpp0297621 NOG21971
7227.FBpp0084214 NOG21976
7227.FBpp0297710 NOG21981
7227.FBpp0072182 NOG22018
7227.FBpp0073775 NOG22080
7227.FBpp0074016 NOG22103
7227.FBpp0302731 NOG22103
7227.FBpp0081562 NOG22180
7227.FBpp0081563 NOG22180
7227.FBpp0304785 NOG22288
7227.FBpp0085218 NOG22416
7227.FBpp0292380 NOG22431
7227.FBpp0081085 NOG22445
7227.FBpp0084363 NOG22485
7227.FBpp0081981 NOG22531
7227.FBpp0078388 NOG22542
7227.FBpp0110084 NOG22546
7227.FBpp0074092 NOG22677
7227.FBpp0082711 NOG22782
7227.FBpp0304307 NOG22788
7227.FBpp0074210 NOG22819
7227.FBpp0076601 NOG22827
7227.FBpp0072210 NOG22849
7227.FBpp0304892 NOG22854
7227.FBpp0073178 NOG22926
7227.FBpp0088545 NOG22926
7227.FBpp0271907 NOG22926
7227.FBpp0075854 NOG22955
7227.FBpp0082694 NOG230009
7227.FBpp0084045 NOG230010
7227.FBpp0088999 NOG230048
7227.FBpp0303971 NOG230050
7227.FBpp0083035 NOG230051
7227.FBpp0075871 NOG23029
7227.FBpp0081302 NOG230297
7227.FBpp0305008 NOG230298
7227.FBpp0086884 NOG230456
7227.FBpp0099418 NOG230457
7227.FBpp0073838 NOG230458
7227.FBpp0289471 NOG230459
7227.FBpp0087763 NOG230612
7227.FBpp0078256 NOG230905
7227.FBpp0080065 NOG230906
7227.FBpp0071012 NOG230907
7227.FBpp0293440 NOG230909
7227.FBpp0073252 NOG230910
7227.FBpp0074335 NOG230912
7227.FBpp0070966 NOG231004
7227.FBpp0070994 NOG231004
7227.FBpp0074467 NOG231004
7227.FBpp0077031 NOG231004
7227.FBpp0111481 NOG231004
7227.FBpp0301607 NOG231004
7227.FBpp0303218 NOG231004
7227.FBpp0303338 NOG231004
7227.FBpp0290169 NOG23105
7227.FBpp0074752 NOG231063
7227.FBpp0074754 NOG231063
7227.FBpp0074755 NOG231063
7227.FBpp0075218 NOG231063
7227.FBpp0075219 NOG231063
7227.FBpp0271914 NOG231063
7227.FBpp0271917 NOG231063
7227.FBpp0292867 NOG231063
7227.FBpp0305977 NOG231063
7227.FBpp0305978 NOG231063
7227.FBpp0070325 NOG231167
7227.FBpp0087067 NOG231168
7227.FBpp0076728 NOG231169
7227.FBpp0072765 NOG231170
7227.FBpp0303391 NOG231170
7227.FBpp0303452 NOG231170
7227.FBpp0305205 NOG231171
7227.FBpp0078035 NOG231173
7227.FBpp0111307 NOG231174
7227.FBpp0082351 NOG231427
7227.FBpp0085081 NOG231428
7227.FBpp0085456 NOG231429
7227.FBpp0085835 NOG231430
